CA_code,VA_code,estimate,ASE,flag
C02B,V20B,37.5,2.3,
C02B,V20C,55.2,2.5,
C02B,V21A,43.2,2.2,
C02B,V21B,56.8,2.2,
C02B,V22A,25.4,2,
C02B,V22B,51.1,2.4,
C02B,V22C,17.2,1.7,
C02B,V22D,6.3,1.1,
C02B,V23A,17.1,1.7,
C02B,V23B,9,1.2,
C02B,V23C,23.8,1.8,
C02B,V23D,12.4,1.4,
C02B,V23E,14.5,1.5,
C02B,V23F,11,1.4,
C02B,V23G,3.2,0.9,
C02B,V23H,8.9,1.3,
C02B,V23M,5.7,0.1,
C02B,V24A,56.6,2.2,
C02B,V24B,79.5,1.8,
C02B,V24C,46.8,3.1,
C02B,V24D,69.4,2.1,
C02B,V25A,25.9,1.9,
C02B,V26A,40.2,2.3,
C02B,V26B,16.8,1.9,
C02B,V26C,17.4,1.8,
C02B,V26D,15.3,1.5,
C02B,V26E,10.3,1.3,
C02B,V26M,4,0.1,
C02B,V27A,54.2,2.1,
C02B,V27B,51.8,2.2,
C02B,V27C,53.3,2,
C02B,V27D,38.1,2.2,
C02B,V27E,16.6,1.7,
C02B,V27F,50.4,2.3,
C02B,V28A,17.5,1.5,
C02B,V29A,56.3,2.2,
C02B,V29B,87.5,1.5,
C02B,V29C,61.5,2.4,
C02B,V29D,83.1,2,
C02B,V30A,6.5,1.1,
C02B,V30B,73.1,1.8,
C02B,V30C,20.4,1.8,
C02B,V31A,3.7,0.8,
C02B,V31B,66,2,
C02B,V31C,30.3,1.9,
C02B,V32A,49.6,2.1,
C02B,V32B,28.3,1.8,
C02B,V32C,17.5,1.9,
C02B,V32D,4.6,1,
C02B,V33A,63.7,2.4,
C02B,V33B,75.6,2.2,
C02B,V34A,97.6,0.6,
C02B,V34B,96.1,0.9,
C02B,V34C,92.2,1.4,
C02B,V34D,96.4,0.7,
C02B,V34E,95.3,1,
C02B,V34F,91.5,1.3,
C02B,V35A,1.3,0.5,*
C02B,V35B,9.4,1.4,
C02B,V35C,19.1,1.8,
C02B,V35D,40.7,2.1,
C02B,V35E,29.6,2.1,
C02B,V35M,3.5,0,
C02B,V36A,4.9,0.9,
C02B,V36B,14.4,1.7,
C02B,V36C,40,2.2,
C02B,V36D,40.7,2.3,
C02B,V36M,7.9,0.1,
C02B,V37A,13.3,1.6,
C02B,V37B,28.6,2.3,
C02B,V37C,46.5,2.4,
C02B,V37D,11.7,1.5,
C02B,V37M,6.5,0.1,
C02B,V38A,17.7,1.6,
C02B,V38B,27.7,2.1,
C02B,V38C,35.2,2,
C02B,V38D,19.4,1.8,
C02B,V38M,6.4,0.1,
C02B,V39A,17.1,1.7,
C02B,V39B,28.5,2.2,
C02B,V39C,38.6,2.2,
C02B,V39D,15.7,1.5,
C02B,V39M,6.4,0.1,
C02B,V40A,24.5,1.8,
C02B,V40B,26.6,2,
C02B,V40C,33.7,2.3,
C02B,V40D,15.3,1.8,
C02B,V40M,6.1,0.1,
C02B,V41A,47.2,2.3,
C02B,V41B,29.2,1.9,
C02B,V41C,18.8,1.9,
C02B,V41D,4.8,1.1,
C02B,V41M,4.4,0.1,
C02B,V42A,35.5,2.3,
C02B,V42B,33.6,2.1,
C02B,V42C,23.1,2,
C02B,V42D,7.8,1.3,
C02B,V42M,5,0.1,
C02B,V43A,11.8,1.3,
C02B,V43B,17.6,1.7,
C02B,V43C,37.5,2.2,
C02B,V43D,33.1,2.1,
C02B,V43M,7.2,0.1,
C02B,V44A,3,0.7,
C02B,V44B,4.2,1.1,
C02B,V44C,12.4,1.6,
C02B,V44D,44.9,2.7,
C02B,V44E,35.6,2.2,
C02B,V45A,61.7,2.1,
C02B,V45B,67.5,2.1,
C02B,V45C,48.8,2.3,
C02B,V45D,63.5,2.3,
C02B,V46A,88.1,1.5,
C02B,V46B,85.9,1.7,
C02B,V46C,89.7,1.4,
C02B,V46D,59.1,2.1,
C02B,V46E,85.7,1.7,
C02B,V46F,84.7,1.5,
C02B,V47A,71.8,2.1,
C02B,V48A,9.4,1.4,
C02B,V48B,21.4,1.9,
C02B,V48C,29.2,1.9,
C02B,V48D,26.8,2.2,
C02B,V48E,13.2,1.9,
C02B,V48M,2.1,0.1,
C02B,V49A,35.8,2.4,
C02B,V49B,76.9,1.8,
C02B,V49C,29.3,2.1,
C02B,V50A,14.5,1.7,
C02B,V50B,43.4,2.3,
C02B,V50C,19.4,2,
C02B,V50D,22.7,2.1,
C02B,V51A,20.3,1.8,
C02B,V51B,56.2,2.3,
C02B,V51C,12.8,1.6,
C02B,V51D,10.7,1.5,
C02B,V52A,43.8,2.5,
C02B,V52B,32.8,2.5,
C02B,V52C,26,2.3,
C02B,V52D,32.6,2.5,
C02B,V52E,9,1.5,
C02B,V52F,14,2,
C02B,V52G,22.6,2.3,
C02B,V52H,46.2,3.1,
C02B,V52I,8,1.4,
C02B,V52J,49,2.5,
C02B,V52K,11.8,1.5,
C02B,V52L,8,1.4,
C02B,V52M,12.9,1.8,
C02B,V52N,1,0.6,**
C02B,V53A,56.1,2.9,
C02B,V53B,40.9,2.7,
C02B,V53C,1.7,0.7,*
C02B,V53D,1.3,0.6,*
C02B,V54A,66.7,3,
C02B,V54B,31.6,2.9,
C02B,V54C,1.1,0.6,**
C02B,V54D,0.6,0.5,**
C02B,V55A,94.5,1.2,
C02B,V55B,4.4,1,
C02B,V55C,0.6,0.4,**
C02B,V55D,0.6,0.3,**
C02B,V56A,58.3,2.2,
C02B,V56B,36.1,2.1,
C02B,V56C,3.2,0.8,
C02B,V56D,2.4,0.7,
C02B,V57A,14.1,1.5,
C02B,V58A,28.5,5.3,
C02B,V58B,15.6,4.1,
C02B,V58C,7.2,3.6,**
C02B,V58D,69.7,6.4,
C02B,V58E,6.6,2.9,*
C02B,V57B,12.9,2,
C02B,V59A,16.8,5.1,*
C02B,V59B,75,6.1,
C02B,V59C,6.9,3,*
C02B,V59D,22.6,5.8,
C02B,V57C,2.9,0.8,
C02B,V60A,29.3,11.5,*
C02B,V60B,21.3,11.7,**
C02B,V60C,31.4,11.4,*
C02B,V60D,44.1,14.2,*
C02B,V60E,26.4,11.6,*
C02B,V60F,13.8,9.1,**
C02B,V60G,21,9.7,*
C02B,V60H,15.3,8.8,**
C02B,V60I,35.5,13.4,*
C02B,V60J,S,S,
C02B,V57D,7.8,1.2,
C02B,V61A,51.2,7.8,
C02B,V61B,73.7,6.1,
C02B,V61C,64.9,7.6,
C02B,V61D,56.3,7.7,
C02B,V61E,32.7,7.5,
C02B,V61F,38.4,7.2,
C02B,V61G,38.2,7.2,
C02B,V61H,3.8,2.9,**
C02B,V57E,65.6,2.4,
C02B,V62A,83.1,1.7,
C02B,V62B,72.6,1.9,
C02B,V62C,87.1,1.6,
C02B,V62D,58,2.2,
C02B,V63A,32.3,3.5,
C02B,V63B,15.1,2.5,
C02B,V63C,48.1,3.1,
C02B,V63D,17.1,2.9,
C02B,V63E,32.1,2.9,
C02B,V63F,11.9,2.3,
C02B,V63G,10.2,2.1,
C02B,V64A,26.3,2,
C02B,V64B,37.5,1.8,
C02B,V64C,50.1,2.2,
C02B,V64D,49.9,2.2,
C02B,V65A,5183.2,759.4,
C02B,V65B,5530.2,825.6,
C02B,V65C,10713.4,1141.7,
C02B,V66A,13.4,1.8,
C02B,V66B,10.2,1.5,
C02B,V66C,14.7,1.5,
C02B,V67A,36.1,2.8,
C02B,V67B,21.5,2.6,
C02B,V67C,13.5,2.2,
C02B,V67D,7.2,1.8,
C02B,V67E,6.4,1.7,
C02B,V67F,15.3,2.3,
C02B,V68A,6.3,1,
C02B,V68B,9.6,1.8,
C02B,V68C,10.4,2.1,
C02B,V68D,7.9,2.1,
C02B,V68E,9.5,2.5,
C02B,V68F,56.3,5.4,
C02B,V69A,263.2,24.5,
C02B,V69B,156.6,20,
C02B,V69C,98.8,16.8,
C02B,V69D,52.2,13.8,
C02B,V69E,46.7,12.5,
C02B,V69F,111.5,17,
C02B,V70A,10.1,2.1,
C02B,V70B,35.6,4.4,
C02B,V70C,20.4,3.1,
C02B,V70D,24.9,3.8,
C02B,V70E,7.1,2.3,*
C02B,V70F,8.8,2.5,
C02B,V70G,9.6,2.5,
C02B,V70H,12.2,2.8,
C02B,V70I,10.5,2.5,
C02B,V71A,5530.2,825.6,
C02B,V71B,488.6,156.2,*
C02B,V71C,1385.1,380.8,
C02B,V71D,511.2,118,
C02B,V71E,986.7,311.5,*
C02B,V71F,303.1,163.1,**
C02B,V71G,307.5,134.8,*
C02B,V71H,373.5,197.7,**
C02B,V71I,463.7,186.7,*
C02B,V71J,363.8,189,**
C02B,V71K,5183.2,759.4,
C02B,V71L,10713.4,1141.7,
C02B,V72A,10.6,1.8,
C02B,V72B,16.8,2,
C02B,V72C,10.7,1.6,
C02B,V72D,8.8,1.3,
C02B,V72E,6.4,1.4,
C02B,V72F,57.6,2.8,
C02B,V72G,2.4,0.8,*
C02B,V72H,7.4,1.3,
C02B,V72I,5,1.2,
C02B,V72J,6.5,1.4,
C02B,V72K,0.7,0.3,**
C02B,V72L,3.9,1,
C02B,V73A,18.2,2.7,
C02B,V73B,24.4,3,
C02B,V73C,12,2,
C02B,V73D,5.5,1.2,
C02B,V73E,5.8,1.5,
C02B,V73F,48.3,2.8,
C02B,V73G,2.5,0.9,*
C02B,V73H,6.6,1.2,
C02B,V73I,3.2,0.9,
C02B,V73J,4.1,1.1,
C02B,V73K,3.7,1.2,*
C02C,V00T,30.1,0,
C02C,V01A,21.9,2,
C02C,V01B,20.7,1.9,
C02C,V01C,30.3,2.5,
C02C,V01D,14.3,2,
C02C,V01E,12.8,1.7,
C02C,V01M,7.5,0.1,
C02C,V02A,17.3,1.8,
C02C,V02B,12.6,1.7,
C02C,V02C,25.2,2.3,
C02C,V02D,19.6,1.5,
C02C,V02E,25.3,2.3,
C02C,V02M,8,0.1,
C02C,V03A,14.2,1.6,
C02C,V03B,17.4,1.9,
C02C,V03C,29.3,2.1,
C02C,V03D,17.4,1.7,
C02C,V03E,21.8,1.9,
C02C,V03M,8,0.1,
C02C,V04A,24.1,2.2,
C02C,V04B,19.9,1.8,
C02C,V04C,29.3,2.2,
C02C,V04D,13.7,1.7,
C02C,V04E,13.1,1.5,
C02C,V04M,7.4,0.1,
C02C,V05A,27.4,2.3,
C02C,V05B,22.1,2,
C02C,V05C,24.6,1.9,
C02C,V05D,11,1.4,
C02C,V05E,14.9,1.5,
C02C,V05M,7.2,0.1,
C02C,V06A,2.8,0.8,
C02C,V06B,5.9,1,
C02C,V06C,14,1.8,
C02C,V06D,39.8,2.5,
C02C,V06E,37.5,2.5,
C02C,V06M,7.6,0.1,
C02C,V07A,54.8,2.3,
C02C,V07B,14.9,1.7,
C02C,V07C,15.2,1.9,
C02C,V07D,11.7,1.5,
C02C,V07E,3.4,0.8,
C02C,V07M,2.9,0.1,
C02C,V08A,80.9,2,
C02C,V08B,8.4,1.5,
C02C,V08C,10.7,1.5,
C02C,V08M,4.7,0.2,
C02C,V09A,75.6,2,
C02C,V09B,13.7,1.6,
C02C,V09C,10.7,1.5,
C02C,V10A,69.7,2.6,
C02C,V10B,14.2,1.8,
C02C,V10C,16.1,2,
C02C,V11A,6.7,1.1,
C02C,V11B,51.4,2.3,
C02C,V11C,41.9,2.4,
C02C,V12A,10.9,1.4,
C02C,V12B,26.1,2,
C02C,V12C,43.9,2.3,
C02C,V12D,19.2,1.7,
C02C,V13A,46.1,2.3,
C02C,V13B,28.3,2.3,
C02C,V13C,56.2,2.2,
C02C,V13D,59.9,2,
C02C,V13E,26.6,2.1,
C02C,V13F,35.6,2.3,
C02C,V14A,28.5,2.1,
C02C,V14B,38.4,2.5,
C02C,V14C,18.2,1.6,
C02C,V14D,14.9,1.7,
C02C,V15A,29.2,2.4,
C02C,V15B,22.2,2.1,
C02C,V15C,13.9,1.5,
C02C,V15D,15.8,1.7,
C02C,V15E,19,1.9,
C02C,V16A,16.5,1.7,
C02C,V16B,6.9,1.1,
C02C,V17A,13,1.6,
C02C,V17B,32.7,2.4,
C02C,V17C,33.7,2.2,
C02C,V17D,20.6,2.1,
C02C,V18A,58.7,2.7,
C02C,V18B,46.3,2.9,
C02C,V18C,35,2.2,
C02C,V18D,32.2,2.5,
C02C,V18E,51.1,2.4,
C02C,V18F,28.2,2.2,
C02C,V18M,14.8,0.3,
C02C,V19A,18.9,1.8,
C02C,V19B,27.3,2.1,
C02C,V19C,52.2,2.5,
C02C,V19D,1.5,0.6,*
C02C,V20A,4.5,1,
C02C,V20B,28.4,2.3,
C02C,V20C,67.1,2.5,
C02C,V21A,35.6,2.3,
C02C,V21B,64.4,2.3,
C02C,V22A,25.2,2.2,
C02C,V22B,50,2.3,
C02C,V22C,18.7,1.8,
C02C,V22D,6.2,1.3,
C02C,V23A,13.4,1.6,
C02C,V23B,7.5,1.5,
C02C,V23C,22.9,2,
C02C,V23D,10.8,1.7,
C02C,V23E,12.2,1.6,
C02C,V23F,13.9,1.8,
C02C,V23G,4.6,1.1,
C02C,V23H,14.8,1.7,
C02C,V23M,6.2,0.1,
C02C,V24A,56.9,2.2,
C02C,V24B,80.8,1.7,
C02C,V24C,41.1,3.3,
C02C,V24D,63.7,2.6,
C02C,V25A,22,1.8,
C02C,V26A,40,2,
C02C,V26B,16.6,2,
C02C,V26C,18.7,1.7,
C02C,V26D,16.3,1.9,
C02C,V26E,8.4,1.4,
C02C,V26M,3.9,0.1,
C02C,V27A,57.9,2.5,
C02C,V27B,47.5,2.3,
C02C,V27C,45.9,2.1,
C02C,V27D,36.2,2,
C02C,V27E,12.6,1.6,
C02C,V27F,44.5,2.3,
C02C,V28A,16.1,1.9,
C02C,V29A,60.5,2.3,
C02C,V29B,84.1,1.9,
C02C,V29C,62.7,2.5,
C02C,V29D,74.3,2.2,
C02C,V30A,3.3,1,*
C02C,V30B,74.2,2.1,
C02C,V30C,22.5,2.1,
C02C,V31A,1.6,0.6,*
C02C,V31B,72.5,1.9,
C02C,V31C,25.9,2,
C02C,V32A,62.3,2.5,
C02C,V32B,23,2,
C02C,V32C,11,1.5,
C02C,V32D,3.6,0.9,
C02C,V33A,70.9,2.5,
C02C,V33B,76.1,2.3,
C02C,V34A,97.2,0.8,
C02C,V34B,95.8,1.1,
C02C,V34C,93.8,1.2,
C02C,V34D,95.6,1.1,
C02C,V34E,96.2,0.8,
C02C,V34F,93,1.2,
C02C,V35A,1.1,0.5,*
C02C,V35B,8,1.3,
C02C,V35C,20.9,1.9,
C02C,V35D,40.3,2.4,
C02C,V35E,29.8,2.2,
C02C,V35M,3.5,0,
C02C,V36A,4.4,0.9,
C02C,V36B,11.3,1.4,
C02C,V36C,29.8,2.3,
C02C,V36D,54.5,2.4,
C02C,V36M,8.3,0.1,
C02C,V37A,14,1.7,
C02C,V37B,26.1,2.2,
C02C,V37C,49.8,2.5,
C02C,V37D,10.2,1.3,
C02C,V37M,6.5,0.1,
C02C,V38A,19.7,2,
C02C,V38B,25.4,2.2,
C02C,V38C,35.9,2.3,
C02C,V38D,19,2,
C02C,V38M,6.4,0.1,
C02C,V39A,19.5,1.9,
C02C,V39B,29.2,2.1,
C02C,V39C,37.6,2.3,
C02C,V39D,13.7,1.8,
C02C,V39M,6.2,0.1,
C02C,V40A,28.9,1.8,
C02C,V40B,25,2.1,
C02C,V40C,33,2.1,
C02C,V40D,13.2,1.7,
C02C,V40M,5.8,0.1,
C02C,V41A,50.9,2.3,
C02C,V41B,28.9,2.2,
C02C,V41C,17.6,1.7,
C02C,V41D,2.6,0.7,
C02C,V41M,4.1,0.1,
C02C,V42A,43.3,2.3,
C02C,V42B,29.5,2.3,
C02C,V42C,21.7,2.1,
C02C,V42D,5.5,1.1,
C02C,V42M,4.6,0.1,
C02C,V43A,9.7,1.5,
C02C,V43B,14.6,1.6,
C02C,V43C,38.2,2.3,
C02C,V43D,37.5,2.4,
C02C,V43M,7.5,0.1,
C02C,V44A,1.6,0.6,*
C02C,V44B,3.7,0.9,
C02C,V44C,11.6,1.3,
C02C,V44D,44.7,2.5,
C02C,V44E,38.5,2,
C02C,V45A,50.7,2.7,
C02C,V45B,55.8,2.2,
C02C,V45C,39.5,2.5,
C02C,V45D,51.4,2.6,
C02C,V46A,86.7,1.8,
C02C,V46B,83.7,1.9,
C02C,V46C,88.7,1.6,
C02C,V46D,53.3,2.6,
C02C,V46E,84.6,1.8,
C02C,V46F,85.5,1.8,
C02C,V47A,73.9,2.4,
C02C,V48A,7.1,1.1,
C02C,V48B,17.2,1.8,
C02C,V48C,23.5,2,
C02C,V48D,31.3,2.4,
C02C,V48E,20.9,2,
C02C,V48M,2.4,0.1,
C02C,V49A,52.2,3,
C02C,V49B,86.5,1.7,
C02C,V49C,40.2,2.5,
C02C,V50A,12.2,1.7,
C02C,V50B,43.9,2.6,
C02C,V50C,16.5,1.6,
C02C,V50D,27.4,2.3,
C02C,V51A,18.6,2.1,
C02C,V51B,56.4,2.6,
C02C,V51C,13.9,1.7,
C02C,V51D,11,1.6,
C02C,V52A,49.7,2.9,
C02C,V52B,30.9,3.1,
C02C,V52C,23.2,2.4,
C02C,V52D,31.2,2.5,
C02C,V52E,7.9,1.5,
C02C,V52F,13.1,2.1,
C02C,V52G,21.4,2.2,
C02C,V52H,48.8,3.4,
C02C,V52I,3.8,1.1,
C02C,V52J,25.7,2.8,
C02C,V52K,11.9,1.7,
C02C,V52L,8.8,1.5,
C02C,V52M,8.2,1.6,
C02C,V52N,1.3,0.6,*
C02C,V53A,68.2,2.6,
C02C,V53B,29.1,2.5,
C02C,V53C,2,0.9,*
C02C,V53D,0.8,0.5,**
C02C,V54A,71.7,2.4,
C02C,V54B,26.4,2.3,
C02C,V54C,1.3,0.8,**
C02C,V54D,0.6,0.4,**
C02C,V55A,82.2,1.9,
C02C,V55B,10.2,1.3,
C02C,V55C,4.3,1,
C02C,V55D,3.4,0.9,
C02C,V56A,48,2.7,
C02C,V56B,42.1,2.7,
C02C,V56C,4.8,1.1,
C02C,V56D,5.1,1.2,
C02C,V57A,12.6,1.7,
C02C,V58A,33.2,6.6,
C02C,V58B,33.4,5.8,
C02C,V58C,6.8,3.7,**
C02C,V58D,50.2,6.7,
C02C,V58E,12,4,*
C02C,V57B,12.2,1.9,
C02C,V59A,14.5,4.6,*
C02C,V59B,80.2,4.7,
C02C,V59C,10.7,4.4,*
C02C,V59D,14.9,4.5,*
C02C,V57C,12,1.5,
C02C,V60A,35.3,6.7,
C02C,V60B,23.3,6.1,
C02C,V60C,39,6.5,
C02C,V60D,53,7.1,
C02C,V60E,31.9,6.7,
C02C,V60F,18.5,5.4,
C02C,V60G,35.3,7,
C02C,V60H,29.9,6.2,
C02C,V60I,34.8,7.5,
C02C,V60J,13.5,4.2,*
C02C,V57D,10.3,1.3,
C02C,V61A,68,6.8,
C02C,V61B,83.8,5,
C02C,V61C,76.5,5.9,
C02C,V61D,65.1,7.6,
C02C,V61E,36.2,7.3,
C02C,V61F,34.5,6.1,
C02C,V61G,37.3,6.8,
C02C,V61H,S,S,
C02C,V57E,59.7,2.4,
C02C,V62A,74.6,2.2,
C02C,V62B,64.4,2.5,
C02C,V62C,82.5,2,
C02C,V62D,54.9,2.8,
C02C,V63A,37.2,3.4,
C02C,V63B,19.2,3,
C02C,V63C,50.7,3.5,
C02C,V63D,26.4,3.1,
C02C,V63E,41,3.5,
C02C,V63F,8.8,2.1,
C02C,V63G,10.4,2,
C02C,V64A,30.5,2.1,
C02C,V64B,48.2,2.4,
C02C,V64C,59.3,2.5,
C02C,V64D,40.7,2.5,
C02C,V65A,5575.2,693,
C02C,V65B,8050.6,998.2,
C02C,V65C,13625.8,1213.1,
C02C,V66A,14.7,1.6,
C02C,V66B,13.3,1.5,
C02C,V66C,18.4,1.5,
C02C,V67A,31.8,2.7,
C02C,V67B,21.3,2.5,
C02C,V67C,13,2.6,
C02C,V67D,5.8,1.4,
C02C,V67E,6.7,1.5,
C02C,V67F,21.4,2.4,
C02C,V68A,4.5,0.7,
C02C,V68B,7.8,1.2,
C02C,V68C,7.8,1.6,
C02C,V68D,5.2,1.3,
C02C,V68E,7.7,1.9,
C02C,V68F,66.9,3.6,
C02C,V69A,235.9,23.3,
C02C,V69B,157.7,20.1,
C02C,V69C,96.4,19.3,
C02C,V69D,43.2,10.6,
C02C,V69E,49.7,11.2,
C02C,V69F,159,19.3,
C02C,V70A,10.2,2.7,
C02C,V70B,34,3.9,
C02C,V70C,13.2,3.1,
C02C,V70D,24.8,3.7,
C02C,V70E,9.4,2.8,*
C02C,V70F,13.9,3,
C02C,V70G,12,2.5,
C02C,V70H,15.4,3.5,
C02C,V70I,11.2,2.6,
C02C,V71A,8050.6,998.2,
C02C,V71B,502.1,186,*
C02C,V71C,1519.2,370.3,
C02C,V71D,439.7,144.9,*
C02C,V71E,931.3,239.2,
C02C,V71F,238.7,79.3,*
C02C,V71G,602.2,257.4,*
C02C,V71H,381.9,169.2,*
C02C,V71I,490.8,171.8,*
C02C,V71J,469.2,210.1,*
C02C,V71K,5575.2,693,
C02C,V71L,13625.8,1213.1,
C02C,V72A,13.4,2.3,
C02C,V72B,14,1.9,
C02C,V72C,4.8,1.2,
C02C,V72D,15.2,2.2,
C02C,V72E,11.1,1.8,
C02C,V72F,50.2,3.2,
C02C,V72G,2,0.8,*
C02C,V72H,8.6,1.7,
C02C,V72I,7.4,1.5,
C02C,V72J,6.5,1.4,
C02C,V72K,1.3,0.7,**
C02C,V72L,3.7,1.2,*
C02C,V73A,17,2.9,
C02C,V73B,21.3,2.5,
C02C,V73C,8.2,2.1,
C02C,V73D,10.6,2.1,
C02C,V73E,9.6,1.7,
C02C,V73F,46.1,3.5,
C02C,V73G,1.4,0.6,*
C02C,V73H,6.6,1.8,
C02C,V73I,5.6,1.5,
C02C,V73J,5,1.6,*
C02C,V73K,2.5,1,*
C02D,V00T,19.7,0,
C02D,V01A,19.2,1.8,
C02D,V01B,14.3,1.7,
C02D,V01C,28.3,2.3,
C02D,V01D,14.2,1.7,
C02D,V01E,24,2.4,
C02D,V01M,7.9,0.1,
C02D,V02A,25.6,2,
C02D,V02B,12.4,1.5,
C02D,V02C,23.8,2.4,
C02D,V02D,12.9,1.8,
C02D,V02E,25.3,2.5,
C02D,V02M,7.7,0.1,
C02D,V03A,14.2,1.6,
C02D,V03B,12.9,1.7,
C02D,V03C,27.1,2.2,
C02D,V03D,17.2,2,
C02D,V03E,28.6,2.4,
C02D,V03M,8.2,0.1,
C02D,V04A,18.6,2.1,
C02D,V04B,14.4,1.9,
C02D,V04C,27,2.4,
C02D,V04D,15,1.8,
C02D,V04E,25,2.5,
C02D,V04M,8,0.1,
C02D,V05A,25,2.1,
C02D,V05B,17.7,1.9,
C02D,V05C,21.4,1.9,
C02D,V05D,11.8,1.7,
C02D,V05E,24,2.4,
C02D,V05M,7.6,0.1,
C02D,V06A,2.1,0.8,*
C02D,V06B,2.9,0.9,*
C02D,V06C,13,1.8,
C02D,V06D,36.6,2.8,
C02D,V06E,45.3,2.9,
C02D,V06M,8,0.1,
C02D,V07A,62.1,2.5,
C02D,V07B,12.5,1.6,
C02D,V07C,12.8,1.8,
C02D,V07D,10.3,1.7,
C02D,V07E,2.2,0.8,*
C02D,V07M,2.4,0.1,
C02D,V08A,86.4,1.9,
C02D,V08B,7,1.5,
C02D,V08C,6.6,1.1,
C02D,V08M,5.5,0.2,
C02D,V09A,83.4,4,
C02D,V09B,10,2.8,
C02D,V09C,6.6,2.7,*
C02D,V10A,80.9,4,
C02D,V10B,11,2.9,
C02D,V10C,8.2,3.1,*
C02D,V11A,11.4,1.6,
C02D,V11B,73.4,2.3,
C02D,V11C,15.2,1.8,
C02D,V12A,9.3,1.7,
C02D,V12B,24.6,2.6,
C02D,V12C,49.3,2.8,
C02D,V12D,16.9,2,
C02D,V13A,31.6,2.5,
C02D,V13B,11.3,1.7,
C02D,V13C,38.3,2.9,
C02D,V13D,35.8,2.5,
C02D,V13E,18.7,2.3,
C02D,V13F,17.9,1.9,
C02D,V14A,42.2,2.6,
C02D,V14B,35.5,2.2,
C02D,V14C,14.3,2.1,
C02D,V14D,8,1.6,
C02D,V15A,39.4,2.6,
C02D,V15B,24,2.1,
C02D,V15C,11.3,1.7,
C02D,V15D,11.5,1.8,
C02D,V15E,13.7,1.8,
C02D,V16A,6.4,1.4,
C02D,V16B,3.9,1,
C02D,V17A,11.1,1.8,
C02D,V17B,30.9,2.5,
C02D,V17C,34.9,2.4,
C02D,V17D,23,2.2,
C02D,V18A,65.7,2.2,
C02D,V18B,64.1,2.4,
C02D,V18C,39.2,2.5,
C02D,V18D,47.3,2.4,
C02D,V18E,64.2,2.5,
C02D,V18F,20.7,1.8,
C02D,V18M,16.2,0.2,
C02D,V19A,11.6,1.8,
C02D,V19B,24,2,
C02D,V19C,63.6,2.6,
C02D,V19D,0.9,0.4,*
C02D,V20A,2.1,0.7,*
C02D,V20B,15,1.6,
C02D,V20C,82.9,1.7,
C02D,V21A,18.7,2.3,
C02D,V21B,81.3,2.3,
C02D,V22A,35.1,2.6,
C02D,V22B,46.7,2.5,
C02D,V22C,14.4,1.7,
C02D,V22D,3.8,1,
C02D,V23A,9.3,1.6,
C02D,V23B,5.7,1.6,
C02D,V23C,21,2.1,
C02D,V23D,10.2,1.6,
C02D,V23E,13.1,1.7,
C02D,V23F,15.5,2,
C02D,V23G,6.1,1.3,
C02D,V23H,19.1,2.1,
C02D,V23M,6.7,0.1,
C02D,V24A,53.1,3,
C02D,V24B,82,1.8,
C02D,V24C,36.9,4.5,
C02D,V24D,54.9,2.8,
C02D,V25A,12,1.6,
C02D,V26A,54.9,2.9,
C02D,V26B,14.3,2,
C02D,V26C,15.3,2,
C02D,V26D,10.5,1.5,
C02D,V26E,5,1.2,
C02D,V26M,2.9,0.2,
C02D,V27A,56.1,3,
C02D,V27B,41.5,2.9,
C02D,V27C,40.2,3,
C02D,V27D,29.5,2.7,
C02D,V27E,7.9,1.6,
C02D,V27F,44.8,3,
C02D,V28A,11.1,1.7,
C02D,V29A,66.2,2.5,
C02D,V29B,82.4,2.1,
C02D,V29C,67.7,2.7,
C02D,V29D,67.7,2.5,
C02D,V30A,1.3,0.5,*
C02D,V30B,80.1,2,
C02D,V30C,18.7,2,
C02D,V31A,0.9,0.6,**
C02D,V31B,83.3,1.9,
C02D,V31C,15.8,1.8,
C02D,V32A,69.1,2.5,
C02D,V32B,19.7,2.1,
C02D,V32C,9.4,1.5,
C02D,V32D,1.8,0.6,*
C02D,V33A,74.8,2.1,
C02D,V33B,76.9,2.2,
C02D,V34A,97.5,0.7,
C02D,V34B,97.5,1,
C02D,V34C,93.9,1.3,
C02D,V34D,98.1,0.7,
C02D,V34E,95.7,1.1,
C02D,V34F,92.1,1.4,
C02D,V35A,0.5,0.4,**
C02D,V35B,8,1.5,
C02D,V35C,25.2,2.3,
C02D,V35D,38.9,2.1,
C02D,V35E,27.4,2.5,
C02D,V35M,3.4,0,
C02D,V36A,2.1,0.7,*
C02D,V36B,6.2,1.2,
C02D,V36C,20.7,2.2,
C02D,V36D,71,2.5,
C02D,V36M,8.9,0.1,
C02D,V37A,8.9,1.6,
C02D,V37B,26.2,2.3,
C02D,V37C,49.6,2.7,
C02D,V37D,15.3,2,
C02D,V37M,6.8,0.1,
C02D,V38A,16.7,2.2,
C02D,V38B,26.3,2.5,
C02D,V38C,36.5,2.1,
C02D,V38D,20.5,2,
C02D,V38M,6.5,0.1,
C02D,V39A,18.1,1.9,
C02D,V39B,29,2.9,
C02D,V39C,39.1,2.7,
C02D,V39D,13.7,1.8,
C02D,V39M,6.3,0.1,
C02D,V40A,20.9,2.4,
C02D,V40B,23.6,2.1,
C02D,V40C,34.7,2.3,
C02D,V40D,20.9,2.2,
C02D,V40M,6.4,0.1,
