CA_code,VA_code,estimate,ASE,flag
C13A,V03C,27.3,1.7,
C13A,V03D,15.2,1.5,
C13A,V03E,18.5,1.4,
C13A,V03M,7.7,0.1,
C13A,V04A,25.9,1.8,
C13A,V04B,21.7,1.4,
C13A,V04C,27.2,1.8,
C13A,V04D,11.8,1.3,
C13A,V04E,13.4,1.2,
C13A,V04M,7.4,0.1,
C13A,V05A,30.5,1.8,
C13A,V05B,21.8,1.5,
C13A,V05C,23.1,1.4,
C13A,V05D,9.9,1.2,
C13A,V05E,14.6,1.5,
C13A,V05M,7.2,0.1,
C13A,V06A,2.9,0.7,
C13A,V06B,6.7,0.9,
C13A,V06C,17.2,1.5,
C13A,V06D,38.4,1.9,
C13A,V06E,34.7,2,
C13A,V06M,7.4,0.1,
C13A,V07A,47.1,2.2,
C13A,V07B,17,1.5,
C13A,V07C,18.8,1.7,
C13A,V07D,13,1.3,
C13A,V07E,4,0.7,
C13A,V07M,3.3,0.1,
C13A,V08A,78.7,1.6,
C13A,V08B,8.8,1.1,
C13A,V08C,12.5,1.3,
C13A,V08M,4.1,0.2,
C13A,V09A,71.7,2.2,
C13A,V09B,15.2,1.5,
C13A,V09C,13.1,1.8,
C13A,V10A,65,2.1,
C13A,V10B,17.4,1.4,
C13A,V10C,17.6,2,
C13A,V11A,10.1,1.2,
C13A,V11B,50.2,2.2,
C13A,V11C,39.7,2,
C13A,V12A,13.9,1.4,
C13A,V12B,34.5,1.9,
C13A,V12C,41.1,2.1,
C13A,V12D,10.5,1.3,
C13A,V13A,59.2,1.8,
C13A,V13B,37.8,2.1,
C13A,V13C,66.8,1.8,
C13A,V13D,69.4,1.8,
C13A,V13E,44.7,1.9,
C13A,V13F,45.8,2,
C13A,V14A,15.3,1.4,
C13A,V14B,36.1,1.7,
C13A,V14C,28.2,1.9,
C13A,V14D,20.4,1.6,
C13A,V15A,16,1.5,
C13A,V15B,20.9,1.7,
C13A,V15C,17.3,1.6,
C13A,V15D,20.3,1.6,
C13A,V15E,25.6,1.7,
C13A,V16A,25,1.9,
C13A,V16B,11.5,1.2,
C13A,V17A,11.1,1.4,
C13A,V17B,32,2,
C13A,V17C,34.4,1.9,
C13A,V17D,22.4,1.5,
C13A,V18A,52.7,2.2,
C13A,V18B,43,1.8,
C13A,V18C,35.1,1.9,
C13A,V18D,27.9,1.9,
C13A,V18E,45,2,
C13A,V18F,32.2,1.9,
C13A,V18M,14.4,0.2,
C13A,V23A,16.7,1.5,
C13A,V23B,8.9,1,
C13A,V23C,23.4,1.6,
C13A,V23D,11.9,1.2,
C13A,V23E,13.7,1.2,
C13A,V23F,11.7,1.2,
C13A,V23G,4,0.7,
C13A,V23H,9.8,1.3,
C13A,V23M,5.8,0.1,
C13A,V24A,50.6,2.1,
C13A,V24B,74.9,1.7,
C13A,V24C,39.7,2.9,
C13A,V24D,63,1.9,
C13A,V25A,26.3,1.8,
C13A,V26A,36,1.9,
C13A,V26B,17.8,1.5,
C13A,V26C,19.9,1.7,
C13A,V26D,16.1,1.6,
C13A,V26E,10.3,1.1,
C13A,V26M,4.2,0.1,
C13A,V27A,59.4,2,
C13A,V27B,55.6,1.9,
C13A,V27C,57,1.9,
C13A,V27D,43.4,1.7,
C13A,V27E,18.1,1.7,
C13A,V27F,53.1,2,
C13A,V28A,18.7,1.7,
C13A,V29A,55.9,2,
C13A,V29B,84.2,1.3,
C13A,V29C,62.5,2,
C13A,V29D,78.7,1.9,
C13A,V30A,4.5,0.7,
C13A,V30B,71.8,1.6,
C13A,V30C,23.8,1.7,
C13A,V31A,4,0.7,
C13A,V31B,68.5,1.7,
C13A,V31C,27.4,1.5,
C13A,V32A,48,1.8,
C13A,V32B,29.2,1.6,
C13A,V32C,17.4,1.7,
C13A,V32D,5.4,0.9,
C13A,V33A,60.9,2.1,
C13A,V33B,71,1.9,
C13A,V34A,96.4,0.7,
C13A,V34B,95.7,0.8,
C13A,V34C,92,1.2,
C13A,V34D,95.7,0.8,
C13A,V34E,94.9,0.8,
C13A,V34F,91.4,1.1,
C13A,V35A,1.6,0.5,*
C13A,V35B,9.7,1.1,
C13A,V35C,22.2,1.6,
C13A,V35D,40.9,1.8,
C13A,V35E,25.5,1.7,
C13A,V35M,3.4,0,
C13A,V36A,5.1,0.8,
C13A,V36B,14.5,1.3,
C13A,V36C,35.9,1.9,
C13A,V36D,44.6,1.9,
C13A,V36M,8,0.1,
C13A,V37A,15.5,1.3,
C13A,V37B,28.8,1.9,
C13A,V37C,45.4,2.1,
C13A,V37D,10.3,1.2,
C13A,V37M,6.3,0.1,
C13A,V38A,19.4,1.7,
C13A,V38B,26.6,1.8,
C13A,V38C,35.8,1.7,
C13A,V38D,18.1,1.5,
C13A,V38M,6.3,0.1,
C13A,V39A,19.3,1.5,
C13A,V39B,29.4,1.8,
C13A,V39C,36.8,1.8,
C13A,V39D,14.5,1.3,
C13A,V39M,6.3,0.1,
C13A,V40A,25,1.5,
C13A,V40B,25.6,1.7,
C13A,V40C,33.9,1.8,
C13A,V40D,15.4,1.5,
C13A,V40M,6.1,0.1,
C13A,V41A,48.3,1.9,
C13A,V41B,29.6,1.7,
C13A,V41C,18.5,1.3,
C13A,V41D,3.6,0.7,
C13A,V41M,4.3,0.1,
C13A,V42A,38.7,2,
C13A,V42B,31.2,1.9,
C13A,V42C,23.4,1.7,
C13A,V42D,6.7,1.1,
C13A,V42M,4.9,0.1,
C13A,V43A,12.5,1.4,
C13A,V43B,17.8,1.3,
C13A,V43C,37.6,1.7,
C13A,V43D,32.2,1.8,
C13A,V43M,7.2,0.1,
C13A,V44A,2.7,0.6,
C13A,V44B,4.1,0.9,
C13A,V44C,11.9,1.4,
C13A,V44D,44.7,2.2,
C13A,V44E,36.5,2,
C13A,V45A,58.2,1.8,
C13A,V45B,63.4,1.8,
C13A,V45C,46.8,2,
C13A,V45D,59.5,2.1,
C13A,V46A,85.9,1.4,
C13A,V46B,82.8,1.7,
C13A,V46C,87.8,1.3,
C13A,V46D,52.6,1.8,
C13A,V46E,82.5,1.4,
C13A,V46F,82.7,1.4,
C13A,V47A,71.6,1.7,
C13A,V48A,13.1,1.1,
C13A,V48B,25.2,1.9,
C13A,V48C,30.6,1.6,
C13A,V48D,22.1,1.6,
C13A,V48E,9.1,1.1,
C13A,V48M,1.9,0,
C13A,V49A,42.3,2.1,
C13A,V49B,79.8,1.7,
C13A,V49C,31,2,
C13A,V50A,11.5,1.4,
C13A,V50B,40.7,2.1,
C13A,V50C,21.5,1.7,
C13A,V50D,26.2,1.9,
C13A,V51A,16.5,1.3,
C13A,V51B,54.9,1.6,
C13A,V51C,16.5,1.4,
C13A,V51D,12.1,1.2,
C13A,V52A,43.3,2.7,
C13A,V52B,29.6,2.4,
C13A,V52C,23.8,1.7,
C13A,V52D,31.6,2.2,
C13A,V52E,8.5,1.3,
C13A,V52F,13.3,1.9,
C13A,V52G,20,1.8,
C13A,V52H,39.2,3,
C13A,V52I,6.8,1.2,
C13A,V52J,44,2.4,
C13A,V52K,11.1,1.3,
C13A,V52L,7,1.1,
C13A,V52M,10.2,1.4,
C13A,V52N,1.5,0.5,*
C13A,V53A,65.3,2.2,
C13A,V53B,31.7,2.1,
C13A,V53C,1.7,0.6,*
C13A,V53D,1.3,0.6,*
C13A,V54A,67.5,2.4,
C13A,V54B,30.4,2.4,
C13A,V54C,1.3,0.5,*
C13A,V54D,0.8,0.5,**
C13A,V55A,84.8,1.3,
C13A,V55B,8.6,1,
C13A,V55C,3.1,0.7,
C13A,V55D,3.5,0.8,
C13A,V56A,49.8,2.2,
C13A,V56B,40.3,2,
C13A,V56C,4.7,0.8,
C13A,V56D,5.2,0.8,
C13A,V57A,14.6,1.4,
C13A,V58A,32.1,4.5,
C13A,V58B,25.5,3.9,
C13A,V58C,10.7,3.1,
C13A,V58D,56.6,4.7,
C13A,V58E,13.7,3.4,
C13A,V57B,13.8,1.6,
C13A,V59A,17.9,4.9,
C13A,V59B,74.4,4.2,
C13A,V59C,8.3,2.9,*
C13A,V59D,22.6,4.1,
C13A,V57C,9.4,1,
C13A,V60A,38.8,5.7,
C13A,V60B,28.9,5.6,
C13A,V60C,42.7,5.4,
C13A,V60D,56.3,6.6,
C13A,V60E,35.6,5.4,
C13A,V60F,21.9,4.4,
C13A,V60G,37.1,4.9,
C13A,V60H,30.8,5.1,
C13A,V60I,34.6,5,
C13A,V60J,12.4,3.9,*
C13A,V57D,11.1,1.2,
C13A,V61A,55.2,5.9,
C13A,V61B,74,4.9,
C13A,V61C,72.3,5.6,
C13A,V61D,59.8,5.7,
C13A,V61E,34.4,4.9,
C13A,V61F,36.1,5.3,
C13A,V61G,37.6,5.4,
C13A,V61H,3.3,2,**
C13A,V57E,56.8,2.1,
C13A,V62A,76.6,1.7,
C13A,V62B,64.8,2.2,
C13A,V62C,81.3,1.7,
C13A,V62D,52.4,2.5,
C13A,V63A,36.7,2.5,
C13A,V63B,17.7,1.9,
C13A,V63C,49.8,2.8,
C13A,V63D,23.1,2.1,
C13A,V63E,38.3,2.5,
C13A,V63F,12.7,1.8,
C13A,V63G,8.5,1.5,
C13A,V64A,27.1,1.5,
C13A,V64B,41.3,1.8,
C13A,V64C,52.6,1.9,
C13A,V64D,47.4,1.9,
C13A,V65A,8980.1,1089.3,
C13A,V65B,10286.9,1302.2,
C13A,V65C,19267,1817.7,
C13A,V66A,16.1,1.8,
C13A,V66B,12.2,1.3,
C13A,V66C,17.9,1.5,
C13A,V67A,33.4,2.4,
C13A,V67B,20.4,2.2,
C13A,V67C,12.7,2.1,
C13A,V67D,7.3,1.4,
C13A,V67E,6.6,1.2,
C13A,V67F,19.6,1.9,
C13A,V68A,4.7,0.6,
C13A,V68B,7.6,1.1,
C13A,V68C,7.9,1.5,
C13A,V68D,6.7,1.4,
C13A,V68E,7.9,1.6,
C13A,V68F,65.2,3.5,
C13A,V69A,359,30.7,
C13A,V69B,219.2,26.8,
C13A,V69C,135.9,22.6,
C13A,V69D,78.9,16.3,
C13A,V69E,70.4,13.5,
C13A,V69F,210.7,23.3,
C13A,V70A,12,2.2,
C13A,V70B,31.1,3.2,
C13A,V70C,16.3,2.2,
C13A,V70D,29.7,3.1,
C13A,V70E,9.1,2.8,*
C13A,V70F,12,2.4,
C13A,V70G,10.1,2.1,
C13A,V70H,13.7,2.6,
C13A,V70I,9.8,2.2,
C13A,V71A,10286.9,1302.2,
C13A,V71B,1141.1,326.4,
C13A,V71C,1848,476.3,
C13A,V71D,788.6,221.8,
C13A,V71E,1818.4,513.3,
C13A,V71F,544.6,183.5,*
C13A,V71G,772.1,233.9,*
C13A,V71H,660.2,278.8,*
C13A,V71I,781.2,248.6,*
C13A,V71J,625.8,258,*
C13A,V71K,8980.1,1089.3,
C13A,V71L,19267,1817.7,
C13A,V72A,9.9,1.6,
C13A,V72B,18,1.9,
C13A,V72C,10.4,1.3,
C13A,V72D,11.9,1.6,
C13A,V72E,11.4,1.5,
C13A,V72F,48.6,2.3,
C13A,V72G,2.8,0.7,
C13A,V72H,8.1,1.1,
C13A,V72I,5.2,0.9,
C13A,V72J,7.8,1.4,
C13A,V72K,1.1,0.4,*
C13A,V72L,4.6,1.2,
C13A,V73A,16.5,2.1,
C13A,V73B,23.6,2.2,
C13A,V73C,11.9,1.8,
C13A,V73D,8.3,1.5,
C13A,V73E,10.8,1.4,
C13A,V73F,43.6,2.6,
C13A,V73G,2.3,0.7,*
C13A,V73H,6.9,1.3,
C13A,V73I,3.5,0.8,
C13A,V73J,5.8,1.3,
C13A,V73K,3,0.9,*
C13B,V00T,49.7,1.6,
C13B,V01A,16.2,1.2,
C13B,V01B,19.5,1.5,
C13B,V01C,29.9,1.7,
C13B,V01D,15.8,1.5,
C13B,V01E,18.6,1.4,
C13B,V01M,7.8,0.1,
C13B,V02A,13.5,1.3,
C13B,V02B,12.6,1.4,
C13B,V02C,26.8,1.7,
C13B,V02D,19.9,1.5,
C13B,V02E,27.2,2,
C13B,V02M,8.2,0.1,
C13B,V03A,12.8,1.1,
C13B,V03B,15,1.5,
C13B,V03C,29.5,1.8,
C13B,V03D,17.3,1.6,
C13B,V03E,25.4,1.7,
C13B,V03M,8.2,0.1,
C13B,V04A,18.3,1.6,
C13B,V04B,17.9,1.6,
C13B,V04C,29,1.7,
C13B,V04D,16,1.6,
C13B,V04E,18.9,1.4,
C13B,V04M,7.8,0.1,
C13B,V05A,23.7,1.6,
C13B,V05B,19,1.4,
C13B,V05C,24.5,1.5,
C13B,V05D,12.9,1.1,
C13B,V05E,19.8,1.5,
C13B,V05M,7.6,0.1,
C13B,V06A,1.8,0.5,
C13B,V06B,3.5,0.6,
C13B,V06C,13.8,1.6,
C13B,V06D,39.2,1.8,
C13B,V06E,41.6,1.7,
C13B,V06M,7.9,0.1,
C13B,V07A,57.7,2,
C13B,V07B,14.9,1.4,
C13B,V07C,13.2,1.4,
C13B,V07D,11.5,1.2,
C13B,V07E,2.7,0.6,
C13B,V07M,2.7,0.1,
C13B,V08A,84.6,1.4,
C13B,V08B,7.1,1.1,
C13B,V08C,8.3,1.1,
C13B,V08M,5.2,0.1,
C13B,V09A,77.1,1.9,
C13B,V09B,13.7,1.8,
C13B,V09C,9.2,1.5,
C13B,V10A,73.4,2.4,
C13B,V10B,13.8,1.8,
C13B,V10C,12.9,1.7,
C13B,V11A,8.4,1.1,
C13B,V11B,61.6,2.1,
C13B,V11C,30.1,2,
C13B,V12A,6.9,1.1,
C13B,V12B,22,1.6,
C13B,V12C,49.9,2.1,
C13B,V12D,21.2,1.5,
C13B,V13A,35.5,1.8,
C13B,V13B,17.4,1.3,
C13B,V13C,46.5,2.1,
C13B,V13D,47,2.1,
C13B,V13E,11,1.2,
C13B,V13F,22.8,1.7,
C13B,V14A,34.2,1.8,
C13B,V14B,40.1,1.9,
C13B,V14C,16.8,1.6,
C13B,V14D,8.9,1.1,
C13B,V15A,33.5,2,
C13B,V15B,23.6,1.6,
C13B,V15C,15.3,1.4,
C13B,V15D,13.3,1.3,
C13B,V15E,14.3,1.3,
C13B,V16A,10.2,1.1,
C13B,V16B,3.8,0.7,
C13B,V17A,16,1.6,
C13B,V17B,34.8,1.8,
C13B,V17C,33.4,1.7,
C13B,V17D,15.7,1.5,
C13B,V18A,65.5,2.1,
C13B,V18B,52.4,2.2,
C13B,V18C,41.5,1.9,
C13B,V18D,37.8,1.9,
C13B,V18E,57.3,2,
C13B,V18F,20.5,1.5,
C13B,V18M,15.9,0.2,
C13B,V23A,11.2,1.4,
C13B,V23B,7.6,1.3,
C13B,V23C,20.8,1.5,
C13B,V23D,10.7,1,
C13B,V23E,14.1,1.5,
C13B,V23F,14.8,1.4,
C13B,V23G,4.6,0.8,
C13B,V23H,16.1,1.3,
C13B,V23M,6.4,0.1,
C13B,V24A,59.9,2.2,
C13B,V24B,85.4,1.3,
C13B,V24C,44.5,3.1,
C13B,V24D,67.2,1.9,
C13B,V25A,17.2,1.4,
C13B,V26A,49.9,1.9,
C13B,V26B,16.3,1.3,
C13B,V26C,16.4,1.2,
C13B,V26D,12.1,1.1,
C13B,V26E,5.3,1,
C13B,V26M,3.2,0.1,
C13B,V27A,51,2.2,
C13B,V27B,40.6,1.8,
C13B,V27C,40.9,1.8,
C13B,V27D,30.2,1.9,
C13B,V27E,8.9,1.2,
C13B,V27F,43.9,2,
C13B,V28A,14,1.5,
C13B,V29A,61.8,1.7,
C13B,V29B,83.1,1.6,
C13B,V29C,67.6,1.8,
C13B,V29D,77.5,1.6,
C13B,V30A,3.1,0.7,
C13B,V30B,78.5,1.5,
C13B,V30C,18.4,1.5,
C13B,V31A,2,0.6,*
C13B,V31B,77.6,1.8,
C13B,V31C,20.5,1.7,
C13B,V32A,64.9,1.8,
C13B,V32B,22.7,1.4,
C13B,V32C,10,1.1,
C13B,V32D,2.4,0.6,
C13B,V33A,73.6,1.9,
C13B,V33B,80.7,1.4,
C13B,V34A,97.8,0.6,
C13B,V34B,97,0.6,
C13B,V34C,93.4,0.9,
C13B,V34D,97.1,0.7,
C13B,V34E,96.3,0.8,
C13B,V34F,93,0.9,
C13B,V35A,0.7,0.3,*
C13B,V35B,8.2,1.1,
C13B,V35C,20.9,1.5,
C13B,V35D,39.1,2.1,
C13B,V35E,31,1.7,
C13B,V35M,3.5,0,
C13B,V36A,3.4,0.6,
C13B,V36B,10.1,1.2,
C13B,V36C,30.6,2,
C13B,V36D,55.9,1.9,
C13B,V36M,8.4,0.1,
C13B,V37A,10.5,1.1,
C13B,V37B,27.5,1.9,
C13B,V37C,50,2.1,
C13B,V37D,12.1,1.2,
C13B,V37M,6.6,0.1,
C13B,V38A,15.9,1.6,
C13B,V38B,27.9,1.9,
C13B,V38C,36.6,2,
C13B,V38D,19.6,1.8,
C13B,V38M,6.5,0.1,
C13B,V39A,17.2,1.5,
C13B,V39B,29.6,1.6,
C13B,V39C,39.1,1.9,
C13B,V39D,14.1,1.4,
C13B,V39M,6.4,0.1,
C13B,V40A,22.7,1.7,
C13B,V40B,25.1,1.6,
C13B,V40C,35.2,2.2,
C13B,V40D,17,1.4,
C13B,V40M,6.2,0.1,
C13B,V41A,47.5,1.9,
C13B,V41B,32.2,1.9,
C13B,V41C,17.1,1.4,
C13B,V41D,3.3,0.7,
C13B,V41M,4.3,0.1,
C13B,V42A,35.7,2.2,
C13B,V42B,33.8,2.1,
C13B,V42C,24.2,1.7,
C13B,V42D,6.3,0.9,
C13B,V42M,5,0.1,
C13B,V43A,7.7,1.2,
C13B,V43B,14.7,1.3,
C13B,V43C,38.1,2,
C13B,V43D,39.5,2,
C13B,V43M,7.6,0.1,
C13B,V44A,1.9,0.4,
C13B,V44B,3.7,0.8,
C13B,V44C,9.7,1,
C13B,V44D,42.4,2,
C13B,V44E,42.4,2,
C13B,V45A,49,1.8,
C13B,V45B,55.3,1.8,
C13B,V45C,36.4,2,
C13B,V45D,51.4,2,
C13B,V46A,88.8,1.4,
C13B,V46B,85.7,1.6,
C13B,V46C,90,1.2,
C13B,V46D,57.6,2,
C13B,V46E,85.5,1.5,
C13B,V46F,86.7,1.3,
C13B,V47A,79.6,1.6,
C13B,V48A,1.2,0.3,
C13B,V48B,10.5,1.2,
C13B,V48C,23.7,1.6,
C13B,V48D,38,1.9,
C13B,V48E,26.6,1.9,
C13B,V48M,2.8,0,
C13B,V49A,52.5,2.1,
C13B,V49B,87.5,1.3,
C13B,V49C,40.4,2.1,
C13B,V50A,13.5,1.5,
C13B,V50B,43.2,1.8,
C13B,V50C,18.1,1.6,
C13B,V50D,25.2,2,
C13B,V51A,19.2,1.8,
C13B,V51B,57.9,2,
C13B,V51C,13.4,1.5,
C13B,V51D,9.5,1,
C13B,V52A,45.6,2.7,
C13B,V52B,30,2.5,
C13B,V52C,20.4,1.9,
C13B,V52D,28.6,2.2,
C13B,V52E,7.6,1.3,
C13B,V52F,11.5,1.6,
C13B,V52G,19.7,2,
C13B,V52H,38,2.6,
C13B,V52I,4.4,1.1,
C13B,V52J,40.7,2.8,
C13B,V52K,11.8,1.5,
C13B,V52L,6.8,1.2,
C13B,V52M,10.5,1.7,
C13B,V52N,0.9,0.6,**
C13B,V53A,67.8,2.2,
C13B,V53B,29.4,2.1,
C13B,V53C,1.8,0.7,*
C13B,V53D,0.9,0.6,**
C13B,V54A,72.8,2,
C13B,V54B,25.6,2,
C13B,V54C,1.3,0.6,**
C13B,V54D,0.3,0.3,**
C13B,V55A,79.2,1.3,
C13B,V55B,10.9,1.2,
C13B,V55C,3.8,0.7,
C13B,V55D,6.1,0.8,
C13B,V56A,52.1,2.2,
C13B,V56B,40.4,2,
C13B,V56C,3.8,0.7,
C13B,V56D,3.7,0.7,
C13B,V57A,15.1,1.3,
C13B,V58A,33,4.4,
C13B,V58B,31.6,4.4,
C13B,V58C,9.1,2.7,
C13B,V58D,46.4,5.5,
C13B,V58E,11.8,3.3,
C13B,V57B,8.5,1.2,
C13B,V59A,9.5,3.8,*
C13B,V59B,81.4,4.8,
C13B,V59C,9.5,3.8,*
C13B,V59D,16,5,*
C13B,V57C,9.8,1.2,
C13B,V60A,33.8,5.6,
C13B,V60B,24.8,5.1,
C13B,V60C,37,6.3,
C13B,V60D,52.7,6.7,
C13B,V60E,30,5.8,
C13B,V60F,19.3,4.7,
C13B,V60G,33.4,7.3,
C13B,V60H,25.7,5.7,
C13B,V60I,36.7,5.4,
C13B,V60J,13.2,4.2,*
C13B,V57D,7.7,0.9,
C13B,V61A,62.4,6.5,
C13B,V61B,76.8,5.6,
C13B,V61C,69.9,6.2,
C13B,V61D,54,6.9,
C13B,V61E,30.5,5.8,
C13B,V61F,33.8,6.4,
C13B,V61G,29.7,5.7,
C13B,V61H,2.6,2,**
C13B,V57E,64.3,1.9,
C13B,V62A,81.2,1.8,
C13B,V62B,69.6,2.4,
C13B,V62C,85.5,1.5,
C13B,V62D,60.2,2,
C13B,V63A,35.9,2.8,
C13B,V63B,18.3,2.8,
C13B,V63C,44.9,2.8,
C13B,V63D,20.3,2.4,
C13B,V63E,34.8,2.8,
C13B,V63F,9.1,1.8,
C13B,V63G,10,1.7,
C13B,V00T,49.7,1.6,
C13B,V64A,28.3,1.8,
C13B,V64B,40.6,2,
C13B,V64C,53.6,2.1,
C13B,V64D,46.4,2.1,
C13B,V65A,8308.6,949.1,
C13B,V65B,11373.5,1333.7,
C13B,V65C,19682.1,1731.3,
C13B,V66A,14.7,1.4,
C13B,V66B,13.9,1.3,
C13B,V66C,18.3,1.3,
C13B,V67A,31.5,2.2,
C13B,V67B,20.3,2.3,
C13B,V67C,13.9,1.8,
C13B,V67D,5.1,1.2,
C13B,V67E,7.9,1.5,
C13B,V67F,21.2,2.1,
C13B,V68A,4.5,0.6,
C13B,V68B,7.5,1.2,
C13B,V68C,8.5,1.3,
C13B,V68D,4.5,1.1,
C13B,V68E,9.2,1.8,
C13B,V68F,65.8,3.3,
C13B,V69A,339.2,31.3,
C13B,V69B,218.7,25.3,
C13B,V69C,149.5,21.8,
C13B,V69D,54.5,13.3,
C13B,V69E,85.1,15.7,
C13B,V69F,228.2,25.8,
C13B,V70A,9,2,
C13B,V70B,33.7,3.1,
C13B,V70C,14.1,2.4,
C13B,V70D,22.6,3,
C13B,V70E,10,1.9,
C13B,V70F,11.3,2.3,
C13B,V70G,12.1,2.3,
C13B,V70H,13.5,2.4,
C13B,V70I,8.7,2.2,
C13B,V71A,11373.5,1333.7,
C13B,V71B,622.2,194.4,*
C13B,V71C,2267.6,429,
C13B,V71D,837.7,302,*
C13B,V71E,1373.7,329.8,
C13B,V71F,737.7,351.5,*
C13B,V71G,645,316.3,*
C13B,V71H,748.4,261.6,*
C13B,V71I,662.1,203.4,*
C13B,V71J,414.3,160.7,*
C13B,V71K,8308.6,949.1,
C13B,V71L,19682.1,1731.3,
C13B,V72A,14.7,1.9,
C13B,V72B,14.7,1.7,
C13B,V72C,5.5,1.2,
C13B,V72D,12.9,1.5,
C13B,V72E,11.5,1.3,
C13B,V72F,44,2.3,
C13B,V72G,1.5,0.5,*
C13B,V72H,8.1,1.2,
C13B,V72I,6.8,1.1,
C13B,V72J,8.4,1.4,
C13B,V72K,0.8,0.4,*
C13B,V72L,4.2,1,
C13B,V73A,19.3,2.4,
C13B,V73B,22.6,2.2,
C13B,V73C,7.9,1.5,
C13B,V73D,8.5,1.3,
C13B,V73E,10.9,1.5,
C13B,V73F,39.6,2.7,
C13B,V73G,1.5,0.6,*
C13B,V73H,5.5,1.3,
C13B,V73I,4.2,0.9,
C13B,V73J,5.2,1.3,
C13B,V73K,3.4,0.9,
C13C,V00T,33.9,1.6,
C13C,V01A,27.2,2.1,
C13C,V01B,22.8,1.7,
C13C,V01C,28.2,2.1,
C13C,V01D,11.6,1.5,
C13C,V01E,10.2,1.6,
C13C,V01M,7.3,0.1,
C13C,V02A,16.9,1.8,
C13C,V02B,13.8,1.6,
C13C,V02C,27.1,2,
C13C,V02D,18.3,1.9,
C13C,V02E,23.8,2.2,
C13C,V02M,8,0.1,
C13C,V03A,20.4,2,
C13C,V03B,18.8,1.9,
C13C,V03C,26.8,2.3,
C13C,V03D,16,1.6,
C13C,V03E,17.9,2.1,
C13C,V03M,7.7,0.1,
C13C,V04A,28.8,1.9,
C13C,V04B,21.9,1.7,
C13C,V04C,25.4,2,
C13C,V04D,12.6,1.7,
C13C,V04E,11.3,1.4,
C13C,V04M,7.3,0.1,
C13C,V05A,31.3,2.1,
C13C,V05B,22.2,1.9,
C13C,V05C,22.3,1.9,
C13C,V05D,10.4,1.5,
C13C,V05E,13.7,1.8,
C13C,V05M,7.1,0.1,
C13C,V06A,2.8,0.7,
C13C,V06B,6.3,1.1,
C13C,V06C,17.5,2.1,
C13C,V06D,39.1,2.6,
C13C,V06E,34.4,2.3,
C13C,V06M,7.4,0.1,
C13C,V07A,46.5,2.3,
C13C,V07B,18,1.8,
C13C,V07C,19,1.9,
C13C,V07D,12.5,1.5,
C13C,V07E,4,0.9,
C13C,V07M,3.3,0.1,
C13C,V08A,78.5,1.9,
C13C,V08B,9,1.3,
C13C,V08C,12.5,1.6,
C13C,V08M,4.2,0.2,
C13C,V09A,70.8,2.7,
C13C,V09B,16.3,1.9,
C13C,V09C,12.9,2.2,
C13C,V10A,63.7,2.5,
C13C,V10B,17.6,1.7,
C13C,V10C,18.7,2.2,
C13C,V11A,9.6,1.7,
C13C,V11B,46.5,2.8,
C13C,V11C,43.9,2.8,
C13C,V12A,14.6,1.5,
C13C,V12B,34.4,2.2,
C13C,V12C,40.4,2.3,
C13C,V12D,10.6,1.5,
C13C,V13A,60.4,2,
C13C,V13B,39.6,2.2,
C13C,V13C,68.6,2,
C13C,V13D,70.9,2.1,
C13C,V13E,42.5,2.5,
C13C,V13F,49.5,2.2,
C13C,V14A,15.2,1.6,
C13C,V14B,34.7,2.1,
C13C,V14C,28.5,2.1,
C13C,V14D,21.5,1.8,
C13C,V15A,15.8,1.9,
C13C,V15B,18.6,1.9,
C13C,V15C,18.7,1.9,
C13C,V15D,20.3,1.8,
C13C,V15E,26.5,2,
C13C,V16A,25.9,2.2,
C13C,V16B,12.8,1.5,
C13C,V17A,10.9,1.5,
C13C,V17B,30.3,2.5,
C13C,V17C,34.1,1.9,
C13C,V17D,24.7,2.1,
C13C,V18A,52.4,2.5,
C13C,V18B,39.8,2.3,
C13C,V18C,35.4,2.3,
C13C,V18D,25.2,2.2,
C13C,V18E,44.7,2.6,
C13C,V18F,32.9,2.3,
C13C,V18M,14.2,0.2,
C13C,V23A,18.4,1.8,
C13C,V23B,8.9,1.5,
C13C,V23C,22.6,1.9,
C13C,V23D,11.2,1.4,
C13C,V23E,14.2,1.6,
C13C,V23F,11.2,1.2,
C13C,V23G,3.4,1,
C13C,V23H,10.2,1.5,
C13C,V23M,5.7,0.1,
C13C,V24A,49.8,2.5,
C13C,V24B,74.8,2,
C13C,V24C,37.8,2.9,
C13C,V24D,62.4,2.4,
C13C,V25A,27.5,2.1,
C13C,V26A,36.8,2.2,
C13C,V26B,18.1,1.9,
C13C,V26C,19.7,1.8,
C13C,V26D,16.4,1.7,
C13C,V26E,9,1.3,
C13C,V26M,4.1,0.1,
C13C,V27A,57.9,2.1,
C13C,V27B,53.8,2.1,
C13C,V27C,55.8,2.1,
C13C,V27D,41.6,2.1,
C13C,V27E,17.1,2,
C13C,V27F,51.7,2.5,
C13C,V28A,19.3,1.7,
C13C,V29A,56.9,2.7,
C13C,V29B,84,1.7,
C13C,V29C,61.6,2.4,
C13C,V29D,79,2,
C13C,V30A,4.3,0.8,
C13C,V30B,71.1,1.9,
C13C,V30C,24.7,2,
C13C,V31A,3.6,0.9,
C13C,V31B,66.5,2,
C13C,V31C,29.9,1.9,
C13C,V32A,46.9,2.4,
C13C,V32B,30.7,2.1,
